well,time_s,temperature_c,wavelength_nm,absorbance_a490
C3,720.0,36.9,490,0.217
C3,750.0,36.9,490,0.217
C3,780.0,36.9,490,0.216
C3,810.0,36.9,490,0.215
C3,840.0,36.9,490,0.215
C3,870.0,36.9,490,0.216
C3,900.0,36.9,490,0.213
C4,0.0,36.9,490,0.041
C4,30.0,36.9,490,0.043
C4,60.0,36.9,490,0.039
C4,90.0,36.9,490,0.044
C4,120.0,36.9,490,0.044
C4,150.0,36.9,490,0.041
C4,180.0,36.9,490,0.046
C4,210.0,36.9,490,0.045
C4,240.0,36.9,490,0.041
C4,270.0,36.9,490,0.041
C4,300.0,36.9,490,0.043
C4,330.0,36.9,490,0.046
C4,360.0,36.9,490,0.043
C4,390.0,36.9,490,0.043
C4,420.0,36.9,490,0.047
C4,450.0,36.9,490,0.043
C4,480.0,36.9,490,0.046
C4,510.0,36.9,490,0.046
C4,540.0,36.9,490,0.043
C4,570.0,36.9,490,0.042
C4,600.0,36.9,490,0.038
C4,630.0,36.9,490,0.041
C4,660.0,36.9,490,0.041
C4,690.0,36.9,490,0.042
C4,720.0,36.9,490,0.041
C4,750.0,36.9,490,0.043
C4,780.0,36.9,490,0.042
C4,810.0,36.9,490,0.036
C4,840.0,36.9,490,0.038
C4,870.0,36.9,490,0.039
C4,900.0,36.9,490,0.036
C5,0.0,36.9,490,0.061
C5,30.0,36.9,490,0.065
C5,60.0,36.9,490,0.063
C5,90.0,36.9,490,0.065
C5,120.0,36.9,490,0.059
C5,150.0,36.9,490,0.063
C5,180.0,36.9,490,0.064
C5,210.0,36.9,490,0.067
C5,240.0,36.9,490,0.066
C5,270.0,36.9,490,0.063
C5,300.0,36.9,490,0.062
C5,330.0,36.9,490,0.067
C5,360.0,36.9,490,0.06
C5,390.0,36.9,490,0.063
C5,420.0,36.9,490,0.067
C5,450.0,36.9,490,0.065
C5,480.0,36.9,490,0.067
C5,510.0,36.9,490,0.068
C5,540.0,36.9,490,0.064
C5,570.0,36.9,490,0.061
C5,600.0,36.9,490,0.062
C5,630.0,36.9,490,0.061
C5,660.0,36.9,490,0.065
C5,690.0,36.9,490,0.065
C5,720.0,36.9,490,0.063
C5,750.0,36.9,490,0.064
C5,780.0,36.9,490,0.065
C5,810.0,36.9,490,0.06
C5,840.0,36.9,490,0.062
C5,870.0,36.9,490,0.063
C5,900.0,36.9,490,0.06
C6,0.0,36.9,490,0.041
C6,30.0,36.9,490,0.046
C6,60.0,36.9,490,0.044
C6,90.0,36.9,490,0.044
C6,120.0,36.9,490,0.042
C6,150.0,36.9,490,0.041
C6,180.0,36.9,490,0.04
C6,210.0,36.9,490,0.046
C6,240.0,36.9,490,0.046
C6,270.0,36.9,490,0.042
C6,300.0,36.9,490,0.043
C6,330.0,36.9,490,0.044
C6,360.0,36.9,490,0.043
C6,390.0,36.9,490,0.042
C6,420.0,36.9,490,0.046
C6,450.0,36.9,490,0.043
C6,480.0,36.9,490,0.046
C6,510.0,36.9,490,0.045
C6,540.0,36.9,490,0.042
C6,570.0,36.9,490,0.036
C6,600.0,36.9,490,0.039
C6,630.0,36.9,490,0.041
C6,660.0,36.9,490,0.041
C6,690.0,36.9,490,0.042
C6,720.0,36.9,490,0.039
C6,750.0,36.9,490,0.042
C6,780.0,36.9,490,0.038
C6,810.0,36.9,490,0.039
C6,840.0,36.9,490,0.041
C6,870.0,36.9,490,0.041
C6,900.0,36.9,490,0.036
C7,0.0,36.9,490,0.114
C7,30.0,36.9,490,0.124
C7,60.0,36.9,490,0.126
C7,90.0,36.9,490,0.133
C7,120.0,36.9,490,0.135
C7,150.0,36.9,490,0.143
C7,180.0,36.9,490,0.144
C7,210.0,36.9,490,0.148
C7,240.0,36.9,490,0.154
C7,270.0,36.9,490,0.15
C7,300.0,36.9,490,0.155
C7,330.0,36.9,490,0.155
C7,360.0,36.9,490,0.153
C7,390.0,36.9,490,0.155
C7,420.0,36.9,490,0.159
C7,450.0,36.9,490,0.155
C7,480.0,36.9,490,0.157
C7,510.0,36.9,490,0.156
C7,540.0,36.9,490,0.15
C7,570.0,36.9,490,0.144
C7,600.0,36.9,490,0.144
C7,630.0,36.9,490,0.142
C7,660.0,36.9,490,0.145
C7,690.0,36.9,490,0.144
C7,720.0,36.9,490,0.141
C7,750.0,36.9,490,0.141
C7,780.0,36.9,490,0.139
C7,810.0,36.9,490,0.141
C7,840.0,36.9,490,0.142
C7,870.0,36.9,490,0.144
C7,900.0,36.9,490,0.139
C8,0.0,36.9,490,0.041
C8,30.0,36.9,490,0.046
C8,60.0,36.9,490,0.045
C8,90.0,36.9,490,0.046
C8,120.0,36.9,490,0.043
C8,150.0,36.9,490,0.045
C8,180.0,36.9,490,0.045
C8,210.0,36.9,490,0.044
C8,240.0,36.9,490,0.047
C8,270.0,36.9,490,0.041
C8,300.0,36.9,490,0.046
C8,330.0,36.9,490,0.045
C8,360.0,36.9,490,0.043
C8,390.0,36.9,490,0.043
C8,420.0,36.9,490,0.046
C8,450.0,36.9,490,0.043
C8,480.0,36.9,490,0.046
C8,510.0,36.9,490,0.047
C8,540.0,36.9,490,0.041
C8,570.0,36.9,490,0.041
C8,600.0,36.9,490,0.04
C8,630.0,36.9,490,0.04
C8,660.0,36.9,490,0.043
C8,690.0,36.9,490,0.042
C8,720.0,36.9,490,0.041
C8,750.0,36.9,490,0.038
C8,780.0,36.9,490,0.038
C8,810.0,36.9,490,0.041
C8,840.0,36.9,490,0.041
C8,870.0,36.9,490,0.043
C8,900.0,36.9,490,0.037
C9,0.0,36.9,490,0.144
C9,30.0,36.9,490,0.148
C9,60.0,36.9,490,0.148
C9,90.0,36.9,490,0.155
C9,120.0,36.9,490,0.152
C9,150.0,36.9,490,0.157
C9,180.0,36.9,490,0.157
C9,210.0,36.9,490,0.159
C9,240.0,36.9,490,0.163
C9,270.0,36.9,490,0.159
C9,300.0,36.9,490,0.163
C9,330.0,36.9,490,0.164
C9,360.0,36.9,490,0.162
C9,390.0,36.9,490,0.161
C9,420.0,36.9,490,0.163
C9,450.0,36.9,490,0.162
C9,480.0,36.9,490,0.163
C9,510.0,36.9,490,0.161
C9,540.0,36.9,490,0.16
C9,570.0,36.9,490,0.158
C9,600.0,36.9,490,0.155
C9,630.0,36.9,490,0.153
C9,660.0,36.9,490,0.158
C9,690.0,36.9,490,0.155
C9,720.0,36.9,490,0.155
C9,750.0,36.9,490,0.152
C9,780.0,36.9,490,0.151
C9,810.0,36.9,490,0.153
C9,840.0,36.9,490,0.155
C9,870.0,36.9,490,0.154
C9,900.0,36.9,490,0.151
C10,0.0,36.9,490,0.043
C10,30.0,36.9,490,0.041
C10,60.0,36.9,490,0.042
C10,90.0,36.9,490,0.047
C10,120.0,36.9,490,0.042
C10,150.0,36.9,490,0.044
C10,180.0,36.9,490,0.045
C10,210.0,36.9,490,0.045
C10,240.0,36.9,490,0.045
C10,270.0,36.9,490,0.043
C10,300.0,36.9,490,0.046
C10,330.0,36.9,490,0.045
C10,360.0,36.9,490,0.041
C10,390.0,36.9,490,0.042
C10,420.0,36.9,490,0.046
C10,450.0,36.9,490,0.044
C10,480.0,36.9,490,0.047
C10,510.0,36.9,490,0.047
C10,540.0,36.9,490,0.043
C10,570.0,36.9,490,0.042
C10,600.0,36.9,490,0.042
C10,630.0,36.9,490,0.037
C10,660.0,36.9,490,0.038
C10,690.0,36.9,490,0.038
C10,720.0,36.9,490,0.04
C10,750.0,36.9,490,0.039
C10,780.0,36.9,490,0.037
C10,810.0,36.9,490,0.039
C10,840.0,36.9,490,0.039
C10,870.0,36.9,490,0.041
C10,900.0,36.9,490,0.037
C11,0.0,36.9,490,0.058
C11,30.0,36.9,490,0.057
C11,60.0,36.9,490,0.058
C11,90.0,36.9,490,0.06
C11,120.0,36.9,490,0.056
C11,150.0,36.9,490,0.058
C11,180.0,36.9,490,0.06
C11,210.0,36.9,490,0.059
C11,240.0,36.9,490,0.061
C11,270.0,36.9,490,0.059
C11,300.0,36.9,490,0.06
C11,330.0,36.9,490,0.059
C11,360.0,36.9,490,0.058
C11,390.0,36.9,490,0.058
C11,420.0,36.9,490,0.062
C11,450.0,36.9,490,0.054
C11,480.0,36.9,490,0.057
C11,510.0,36.9,490,0.057
C11,540.0,36.9,490,0.052
C11,570.0,36.9,490,0.048
C11,600.0,36.9,490,0.052
C11,630.0,36.9,490,0.048
C11,660.0,36.9,490,0.05
C11,690.0,36.9,490,0.049
C11,720.0,36.9,490,0.052
C11,750.0,36.9,490,0.052
C11,780.0,36.9,490,0.05
C11,810.0,36.9,490,0.053
C11,840.0,36.9,490,0.052
C11,870.0,36.9,490,0.052
C11,900.0,36.9,490,0.05
C12,0.0,36.9,490,0.041
C12,30.0,36.9,490,0.041
C12,60.0,36.9,490,0.042
C12,90.0,36.9,490,0.049
C12,120.0,36.9,490,0.042
C12,150.0,36.9,490,0.043
C12,180.0,36.9,490,0.042
C12,210.0,36.9,490,0.048
C12,240.0,36.9,490,0.045
C12,270.0,36.9,490,0.042
C12,300.0,36.9,490,0.045
C12,330.0,36.9,490,0.044
C12,360.0,36.9,490,0.043
C12,390.0,36.9,490,0.041
C12,420.0,36.9,490,0.042
C12,450.0,36.9,490,0.044
C12,480.0,36.9,490,0.045
C12,510.0,36.9,490,0.047
C12,540.0,36.9,490,0.042
C12,570.0,36.9,490,0.041
C12,600.0,36.9,490,0.042
C12,630.0,36.9,490,0.039
C12,660.0,36.9,490,0.042
C12,690.0,36.9,490,0.04
C12,720.0,36.9,490,0.04
C12,750.0,36.9,490,0.041
C12,780.0,36.9,490,0.042
C12,810.0,36.9,490,0.042
C12,840.0,36.9,490,0.04
C12,870.0,36.9,490,0.042
C12,900.0,36.9,490,0.036
D1,0.0,36.9,490,0.04
D1,30.0,36.9,490,0.038
D1,60.0,36.9,490,0.04
D1,90.0,36.9,490,0.039
D1,120.0,36.9,490,0.039
D1,150.0,36.9,490,0.04
D1,180.0,36.9,490,0.04
D1,210.0,36.9,490,0.04
D1,240.0,36.9,490,0.04
D1,270.0,36.9,490,0.039
D1,300.0,36.9,490,0.04
D1,330.0,36.9,490,0.04
D1,360.0,36.9,490,0.041
D1,390.0,36.9,490,0.04
D1,420.0,36.9,490,0.04
D1,450.0,36.9,490,0.04
D1,480.0,36.9,490,0.041
D1,510.0,36.9,490,0.039
D1,540.0,36.9,490,0.04
D1,570.0,36.9,490,0.039
D1,600.0,36.9,490,0.04
D1,630.0,36.9,490,0.04
D1,660.0,36.9,490,0.04
D1,690.0,36.9,490,0.04
D1,720.0,36.9,490,0.04
D1,750.0,36.9,490,0.04
D1,780.0,36.9,490,0.04
D1,810.0,36.9,490,0.04
D1,840.0,36.9,490,0.04
D1,870.0,36.9,490,0.04
D1,900.0,36.9,490,0.04
D2,0.0,36.9,490,0.243
D2,30.0,36.9,490,0.249
D2,60.0,36.9,490,0.249
D2,90.0,36.9,490,0.254
D2,120.0,36.9,490,0.254
D2,150.0,36.9,490,0.256
D2,180.0,36.9,490,0.257
D2,210.0,36.9,490,0.257
D2,240.0,36.9,490,0.259
D2,270.0,36.9,490,0.259
D2,300.0,36.9,490,0.26
D2,330.0,36.9,490,0.26
D2,360.0,36.9,490,0.26
D2,390.0,36.9,490,0.261
D2,420.0,36.9,490,0.26
D2,450.0,36.9,490,0.259
D2,480.0,36.9,490,0.26
D2,510.0,36.9,490,0.258
D2,540.0,36.9,490,0.258
D2,570.0,36.9,490,0.257
D2,600.0,36.9,490,0.257
D2,630.0,36.9,490,0.256
D2,660.0,36.9,490,0.256
D2,690.0,36.9,490,0.256
D2,720.0,36.9,490,0.256
D2,750.0,36.9,490,0.256
D2,780.0,36.9,490,0.256
D2,810.0,36.9,490,0.255
D2,840.0,36.9,490,0.255
D2,870.0,36.9,490,0.255
D2,900.0,36.9,490,0.254
D3,0.0,36.9,490,0.062
D3,30.0,36.9,490,0.061
D3,60.0,36.9,490,0.061
D3,90.0,36.9,490,0.062
D3,120.0,36.9,490,0.061
D3,150.0,36.9,490,0.062
D3,180.0,36.9,490,0.063
D3,210.0,36.9,490,0.062
D3,240.0,36.9,490,0.063
D3,270.0,36.9,490,0.063
D3,300.0,36.9,490,0.063
D3,330.0,36.9,490,0.064
D3,360.0,36.9,490,0.063
D3,390.0,36.9,490,0.064
D3,420.0,36.9,490,0.064
D3,450.0,36.9,490,0.064
D3,480.0,36.9,490,0.065
D3,510.0,36.9,490,0.064
D3,540.0,36.9,490,0.065
D3,570.0,36.9,490,0.065
D3,600.0,36.9,490,0.064
D3,630.0,36.9,490,0.065
D3,660.0,36.9,490,0.065
D3,690.0,36.9,490,0.066
D3,720.0,36.9,490,0.066
D3,750.0,36.9,490,0.066
D3,780.0,36.9,490,0.067
D3,810.0,36.9,490,0.067
D3,840.0,36.9,490,0.068
D3,870.0,36.9,490,0.069
D3,900.0,36.9,490,0.067
D4,0.0,36.9,490,0.266
D4,30.0,36.9,490,0.265
D4,60.0,36.9,490,0.267
D4,90.0,36.9,490,0.268
D4,120.0,36.9,490,0.268
D4,150.0,36.9,490,0.269
D4,180.0,36.9,490,0.269
D4,210.0,36.9,490,0.269
D4,240.0,36.9,490,0.27
D4,270.0,36.9,490,0.27
D4,300.0,36.9,490,0.27
D4,330.0,36.9,490,0.271
D4,360.0,36.9,490,0.271
D4,390.0,36.9,490,0.271
D4,420.0,36.9,490,0.271
D4,450.0,36.9,490,0.271
D4,480.0,36.9,490,0.273
D4,510.0,36.9,490,0.271
D4,540.0,36.9,490,0.271
D4,570.0,36.9,490,0.271
D4,600.0,36.9,490,0.271
D4,630.0,36.9,490,0.27
D4,660.0,36.9,490,0.27
D4,690.0,36.9,490,0.271
D4,720.0,36.9,490,0.271
D4,750.0,36.9,490,0.27
D4,780.0,36.9,490,0.27
D4,810.0,36.9,490,0.269
D4,840.0,36.9,490,0.269
D4,870.0,36.9,490,0.269
D4,900.0,36.9,490,0.269
D5,0.0,36.9,490,0.043
D5,30.0,36.9,490,0.042
D5,60.0,36.9,490,0.043
D5,90.0,36.9,490,0.043
D5,120.0,36.9,490,0.043
D5,150.0,36.9,490,0.044
D5,180.0,36.9,490,0.044
D5,210.0,36.9,490,0.044
D5,240.0,36.9,490,0.044
D5,270.0,36.9,490,0.044
D5,300.0,36.9,490,0.044
D5,330.0,36.9,490,0.044
D5,360.0,36.9,490,0.044
D5,390.0,36.9,490,0.044
D5,420.0,36.9,490,0.044
D5,450.0,36.9,490,0.044
D5,480.0,36.9,490,0.045
D5,510.0,36.9,490,0.044
D5,540.0,36.9,490,0.044
D5,570.0,36.9,490,0.044
D5,600.0,36.9,490,0.043
D5,630.0,36.9,490,0.043
D5,660.0,36.9,490,0.044
D5,690.0,36.9,490,0.044
D5,720.0,36.9,490,0.044
D5,750.0,36.9,490,0.044
D5,780.0,36.9,490,0.045
D5,810.0,36.9,490,0.043
D5,840.0,36.9,490,0.044
D5,870.0,36.9,490,0.045
D5,900.0,36.9,490,0.043
D6,0.0,36.9,490,0.298
D6,30.0,36.9,490,0.3
D6,60.0,36.9,490,0.302
D6,90.0,36.9,490,0.303
D6,120.0,36.9,490,0.303
D6,150.0,36.9,490,0.304
D6,180.0,36.9,490,0.305
D6,210.0,36.9,490,0.305
D6,240.0,36.9,490,0.306
D6,270.0,36.9,490,0.305
D6,300.0,36.9,490,0.305
D6,330.0,36.9,490,0.305
D6,360.0,36.9,490,0.305
D6,390.0,36.9,490,0.305
D6,420.0,36.9,490,0.305
D6,450.0,36.9,490,0.305
D6,480.0,36.9,490,0.305
D6,510.0,36.9,490,0.304
D6,540.0,36.9,490,0.304
D6,570.0,36.9,490,0.303
D6,600.0,36.9,490,0.303
D6,630.0,36.9,490,0.303
D6,660.0,36.9,490,0.303
D6,690.0,36.9,490,0.303
D6,720.0,36.9,490,0.302
D6,750.0,36.9,490,0.302
D6,780.0,36.9,490,0.303
D6,810.0,36.9,490,0.301
D6,840.0,36.9,490,0.302
D6,870.0,36.9,490,0.302
D6,900.0,36.9,490,0.301
D7,0.0,36.9,490,0.056
D7,30.0,36.9,490,0.055
D7,60.0,36.9,490,0.055
D7,90.0,36.9,490,0.056
D7,120.0,36.9,490,0.056
D7,150.0,36.9,490,0.057
D7,180.0,36.9,490,0.057
D7,210.0,36.9,490,0.057
D7,240.0,36.9,490,0.058
D7,270.0,36.9,490,0.057
D7,300.0,36.9,490,0.058
D7,330.0,36.9,490,0.058
D7,360.0,36.9,490,0.058
D7,390.0,36.9,490,0.059
D7,420.0,36.9,490,0.059
D7,450.0,36.9,490,0.059
D7,480.0,36.9,490,0.06
D7,510.0,36.9,490,0.059
D7,540.0,36.9,490,0.06
D7,570.0,36.9,490,0.059
D7,600.0,36.9,490,0.06
D7,630.0,36.9,490,0.06
D7,660.0,36.9,490,0.059
D7,690.0,36.9,490,0.06
D7,720.0,36.9,490,0.061
D7,750.0,36.9,490,0.061
D7,780.0,36.9,490,0.061
D7,810.0,36.9,490,0.062
D7,840.0,36.9,490,0.062
D7,870.0,36.9,490,0.063
D7,900.0,36.9,490,0.062
D8,0.0,36.9,490,0.102
D8,30.0,36.9,490,0.102
D8,60.0,36.9,490,0.102
D8,90.0,36.9,490,0.102
D8,120.0,36.9,490,0.102
D8,150.0,36.9,490,0.103
D8,180.0,36.9,490,0.103
D8,210.0,36.9,490,0.103
D8,240.0,36.9,490,0.104
D8,270.0,36.9,490,0.103
D8,300.0,36.9,490,0.103
D8,330.0,36.9,490,0.104
D8,360.0,36.9,490,0.104
D8,390.0,36.9,490,0.104
D8,420.0,36.9,490,0.104
D8,450.0,36.9,490,0.104
D8,480.0,36.9,490,0.105
D8,510.0,36.9,490,0.104
D8,540.0,36.9,490,0.105
D8,570.0,36.9,490,0.105
D8,600.0,36.9,490,0.104
D8,630.0,36.9,490,0.105
D8,660.0,36.9,490,0.105
D8,690.0,36.9,490,0.105
D8,720.0,36.9,490,0.105
D8,750.0,36.9,490,0.105
D8,780.0,36.9,490,0.105
D8,810.0,36.9,490,0.106
D8,840.0,36.9,490,0.106
D8,870.0,36.9,490,0.107
D8,900.0,36.9,490,0.106
D9,0.0,36.9,490,0.04
D9,30.0,36.9,490,0.039
D9,60.0,36.9,490,0.039
D9,90.0,36.9,490,0.04
D9,120.0,36.9,490,0.04
D9,150.0,36.9,490,0.041
D9,180.0,36.9,490,0.041
D9,210.0,36.9,490,0.04
D9,240.0,36.9,490,0.04
D9,270.0,36.9,490,0.041
D9,300.0,36.9,490,0.041
D9,330.0,36.9,490,0.041
D9,360.0,36.9,490,0.04
D9,390.0,36.9,490,0.041
D9,420.0,36.9,490,0.041
D9,450.0,36.9,490,0.04
D9,480.0,36.9,490,0.042
D9,510.0,36.9,490,0.039
D9,540.0,36.9,490,0.041
D9,570.0,36.9,490,0.04
D9,600.0,36.9,490,0.04
D9,630.0,36.9,490,0.039
D9,660.0,36.9,490,0.04
D9,690.0,36.9,490,0.04
D9,720.0,36.9,490,0.04
D9,750.0,36.9,490,0.039
D9,780.0,36.9,490,0.041
D9,810.0,36.9,490,0.04
D9,840.0,36.9,490,0.041
D9,870.0,36.9,490,0.041
D9,900.0,36.9,490,0.04
D10,0.0,36.9,490,0.2
D10,30.0,36.9,490,0.213
D10,60.0,36.9,490,0.225
D10,90.0,36.9,490,0.238
D10,120.0,36.9,490,0.251
D10,150.0,36.9,490,0.264
D10,180.0,36.9,490,0.276
D10,210.0,36.9,490,0.287
D10,240.0,36.9,490,0.296
D10,270.0,36.9,490,0.303
D10,300.0,36.9,490,0.308
D10,330.0,36.9,490,0.309
D10,360.0,36.9,490,0.306
D10,390.0,36.9,490,0.3
D10,420.0,36.9,490,0.292
D10,450.0,36.9,490,0.284
D10,480.0,36.9,490,0.279
D10,510.0,36.9,490,0.274
D10,540.0,36.9,490,0.272
D10,570.0,36.9,490,0.271
D10,600.0,36.9,490,0.272
D10,630.0,36.9,490,0.272
D10,660.0,36.9,490,0.273
D10,690.0,36.9,490,0.275
D10,720.0,36.9,490,0.277
D10,750.0,36.9,490,0.277
D10,780.0,36.9,490,0.278
D10,810.0,36.9,490,0.279
D10,840.0,36.9,490,0.279
D10,870.0,36.9,490,0.279
D10,900.0,36.9,490,0.278
D11,0.0,36.9,490,0.04
D11,30.0,36.9,490,0.04
D11,60.0,36.9,490,0.039
D11,90.0,36.9,490,0.04
D11,120.0,36.9,490,0.039
D11,150.0,36.9,490,0.04
D11,180.0,36.9,490,0.04
D11,210.0,36.9,490,0.04
D11,240.0,36.9,490,0.041
D11,270.0,36.9,490,0.04
D11,300.0,36.9,490,0.04
D11,330.0,36.9,490,0.04
D11,360.0,36.9,490,0.04
D11,390.0,36.9,490,0.04
D11,420.0,36.9,490,0.041
D11,450.0,36.9,490,0.04
D11,480.0,36.9,490,0.042
D11,510.0,36.9,490,0.04
D11,540.0,36.9,490,0.04
D11,570.0,36.9,490,0.039
D11,600.0,36.9,490,0.04
D11,630.0,36.9,490,0.039
D11,660.0,36.9,490,0.039
D11,690.0,36.9,490,0.04
D11,720.0,36.9,490,0.04
D11,750.0,36.9,490,0.04
D11,780.0,36.9,490,0.041
D11,810.0,36.9,490,0.04
D11,840.0,36.9,490,0.04
D11,870.0,36.9,490,0.041
D11,900.0,36.9,490,0.04
D12,0.0,36.9,490,0.04
D12,30.0,36.9,490,0.039
D12,60.0,36.9,490,0.039
D12,90.0,36.9,490,0.04
D12,120.0,36.9,490,0.04
D12,150.0,36.9,490,0.041
D12,180.0,36.9,490,0.04
D12,210.0,36.9,490,0.04
D12,240.0,36.9,490,0.041
D12,270.0,36.9,490,0.041
D12,300.0,36.9,490,0.041
D12,330.0,36.9,490,0.041
D12,360.0,36.9,490,0.041
D12,390.0,36.9,490,0.041
D12,420.0,36.9,490,0.041
D12,450.0,36.9,490,0.04
D12,480.0,36.9,490,0.041
D12,510.0,36.9,490,0.04
D12,540.0,36.9,490,0.04
D12,570.0,36.9,490,0.039
D12,600.0,36.9,490,0.04
D12,630.0,36.9,490,0.04
D12,660.0,36.9,490,0.039
D12,690.0,36.9,490,0.041
D12,720.0,36.9,490,0.04
D12,750.0,36.9,490,0.039
D12,780.0,36.9,490,0.041
D12,810.0,36.9,490,0.04
D12,840.0,36.9,490,0.041
D12,870.0,36.9,490,0.041
D12,900.0,36.9,490,0.039
E1,0.0,36.9,490,0.04
E1,30.0,36.9,490,0.04
E1,60.0,36.9,490,0.041
E1,90.0,36.9,490,0.04
E1,120.0,36.9,490,0.041
E1,150.0,36.9,490,0.04
E1,180.0,36.9,490,0.04
E1,210.0,36.9,490,0.04
E1,240.0,36.9,490,0.04
E1,270.0,36.9,490,0.041
E1,300.0,36.9,490,0.04
E1,330.0,36.9,490,0.041
E1,360.0,36.9,490,0.041
E1,390.0,36.9,490,0.041
E1,420.0,36.9,490,0.041
E1,450.0,36.9,490,0.04
E1,480.0,36.9,490,0.042
E1,510.0,36.9,490,0.04
E1,540.0,36.9,490,0.041
E1,570.0,36.9,490,0.04
E1,600.0,36.9,490,0.041
E1,630.0,36.9,490,0.04
E1,660.0,36.9,490,0.04
E1,690.0,36.9,490,0.041
E1,720.0,36.9,490,0.04
E1,750.0,36.9,490,0.04
E1,780.0,36.9,490,0.041
E1,810.0,36.9,490,0.04
E1,840.0,36.9,490,0.041
E1,870.0,36.9,490,0.041
E1,900.0,36.9,490,0.04
E2,0.0,36.9,490,0.04
E2,30.0,36.9,490,0.039
E2,60.0,36.9,490,0.04
E2,90.0,36.9,490,0.04
E2,120.0,36.9,490,0.04
E2,150.0,36.9,490,0.042
E2,180.0,36.9,490,0.04
E2,210.0,36.9,490,0.041
E2,240.0,36.9,490,0.04
E2,270.0,36.9,490,0.041
E2,300.0,36.9,490,0.042
E2,330.0,36.9,490,0.041
E2,360.0,36.9,490,0.041
E2,390.0,36.9,490,0.041
E2,420.0,36.9,490,0.041
E2,450.0,36.9,490,0.04
E2,480.0,36.9,490,0.042
E2,510.0,36.9,490,0.04
E2,540.0,36.9,490,0.04
E2,570.0,36.9,490,0.04
E2,600.0,36.9,490,0.041
E2,630.0,36.9,490,0.04
E2,660.0,36.9,490,0.041
E2,690.0,36.9,490,0.041
E2,720.0,36.9,490,0.04
E2,750.0,36.9,490,0.041
E2,780.0,36.9,490,0.041
E2,810.0,36.9,490,0.041
E2,840.0,36.9,490,0.041
E2,870.0,36.9,490,0.041
E2,900.0,36.9,490,0.041
E3,0.0,36.9,490,0.139
E3,30.0,36.9,490,0.14
E3,60.0,36.9,490,0.142
E3,90.0,36.9,490,0.146
E3,120.0,36.9,490,0.147
E3,150.0,36.9,490,0.15
E3,180.0,36.9,490,0.151
E3,210.0,36.9,490,0.152
E3,240.0,36.9,490,0.154
E3,270.0,36.9,490,0.155
E3,300.0,36.9,490,0.157
E3,330.0,36.9,490,0.158
E3,360.0,36.9,490,0.159
E3,390.0,36.9,490,0.16
E3,420.0,36.9,490,0.161
E3,450.0,36.9,490,0.161
E3,480.0,36.9,490,0.163
E3,510.0,36.9,490,0.161
E3,540.0,36.9,490,0.162
E3,570.0,36.9,490,0.161
E3,600.0,36.9,490,0.162
E3,630.0,36.9,490,0.161
E3,660.0,36.9,490,0.161
E3,690.0,36.9,490,0.161
E3,720.0,36.9,490,0.159
E3,750.0,36.9,490,0.159
E3,780.0,36.9,490,0.16
E3,810.0,36.9,490,0.159
E3,840.0,36.9,490,0.159
E3,870.0,36.9,490,0.159
E3,900.0,36.9,490,0.158
E4,0.0,36.9,490,0.04
E4,30.0,36.9,490,0.04
E4,60.0,36.9,490,0.04
E4,90.0,36.9,490,0.04
E4,120.0,36.9,490,0.04
E4,150.0,36.9,490,0.041
E4,180.0,36.9,490,0.041
E4,210.0,36.9,490,0.04
E4,240.0,36.9,490,0.04
E4,270.0,36.9,490,0.04
E4,300.0,36.9,490,0.041
E4,330.0,36.9,490,0.041
E4,360.0,36.9,490,0.041
E4,390.0,36.9,490,0.041
E4,420.0,36.9,490,0.041
E4,450.0,36.9,490,0.04
E4,480.0,36.9,490,0.041
E4,510.0,36.9,490,0.04
E4,540.0,36.9,490,0.04
E4,570.0,36.9,490,0.04
E4,600.0,36.9,490,0.041
E4,630.0,36.9,490,0.04
E4,660.0,36.9,490,0.04
E4,690.0,36.9,490,0.041
E4,720.0,36.9,490,0.04
E4,750.0,36.9,490,0.041
E4,780.0,36.9,490,0.04
E4,810.0,36.9,490,0.041
E4,840.0,36.9,490,0.041
E4,870.0,36.9,490,0.041
E4,900.0,36.9,490,0.041
E5,0.0,36.9,490,0.195
E5,30.0,36.9,490,0.203
E5,60.0,36.9,490,0.211
E5,90.0,36.9,490,0.218
E5,120.0,36.9,490,0.223
E5,150.0,36.9,490,0.228
E5,180.0,36.9,490,0.232
E5,210.0,36.9,490,0.234
E5,240.0,36.9,490,0.238
E5,270.0,36.9,490,0.24
E5,300.0,36.9,490,0.244
E5,330.0,36.9,490,0.246
E5,360.0,36.9,490,0.247
E5,390.0,36.9,490,0.248
E5,420.0,36.9,490,0.248
E5,450.0,36.9,490,0.247
E5,480.0,36.9,490,0.246
E5,510.0,36.9,490,0.243
E5,540.0,36.9,490,0.241
E5,570.0,36.9,490,0.239
E5,600.0,36.9,490,0.239
E5,630.0,36.9,490,0.237
E5,660.0,36.9,490,0.237
E5,690.0,36.9,490,0.236
E5,720.0,36.9,490,0.235
E5,750.0,36.9,490,0.235
E5,780.0,36.9,490,0.235
E5,810.0,36.9,490,0.234
E5,840.0,36.9,490,0.234
E5,870.0,36.9,490,0.234
E5,900.0,36.9,490,0.233
E6,0.0,36.9,490,0.042
E6,30.0,36.9,490,0.043
E6,60.0,36.9,490,0.043
E6,90.0,36.9,490,0.042
E6,120.0,36.9,490,0.043
E6,150.0,36.9,490,0.044
E6,180.0,36.9,490,0.043
E6,210.0,36.9,490,0.043
